gene	chromosome	start	end	log2	depth	weight	probes
ENSG00000181610	chr17	57839780	57865974	-0.236261	180.475	5.49233	6
ENSG00000068489	chr17	59169750	59210300	-0.213496	215.831	9.07527	10
ENSG00000108406	chr17	59565669	59619629	-0.20524	197.544	14.3549	17
ENSG00000280852	chr17	60102179	60149532	-0.284941	163.669	2.30381	3
ENSG00000141371	chr17	60425782	60447836	-0.399962	189.565	4.78607	6
ENSG00000062725	chr17	60447578	60599912	-0.239614	188.029	12.1765	15
ENSG00000170836	chr17	60600412	60678955	-0.220052	162.224	10.0239	12
LRG_770	chr17	60600412	60678955	-0.220052	162.224	10.0239	12
ENSG00000267280	chr17	61401681	61412479	-0.511528	127.914	3.79193	5
ENSG00000121068	chr17	61401681	61412479	-0.511528	127.914	3.79193	5
ENSG00000087995	chr17	62423902	62480623	0.208421	247.62	4.05757	7
ENSG00000011028	chr17	62664748	62705583	-0.299101	132.632	17.8585	23
ENSG00000279713	chr17	62679797	62681939	-0.611643	79.0838	4.30157	5
ENSG00000228979	chr17	63471600	63479102	0.251326	354.617	2.13311	3
ENSG00000136463	chr17	63601081	63622765	-0.406335	192.859	4.96873	6
ENSG00000198909	chr17	63622757	63698713	-0.209367	176.117	14.4185	18
ENSG00000136490	chr17	63698549	63703753	-0.242814	124.143	3.41331	4
ENSG00000108604	chr17	63833068	63871623	0.256189	315.746	5.6586	10
ENSG00000213218	chr17	63872123	63880466	0.28017	328.344	2.04255	3
ENSG00000204414	chr17	63909708	63929326	0.207486	323.763	6.05726	10
ENSG00000224383	chr17	64002744	64005375	-0.370667	135.079	2.19368	3
ENSG00000108622	chr17	64002744	64043486	-0.35034	101.099	4.14464	5
ENSG00000261371	chr17	64321785	64465541	0.253808	384.287	1.65398	4
ENSG00000256525	chr17	64477820	64500124	-0.305235	196.111	8.81233	10
ENSG00000266820	chr17	64758241	64762710	-0.206955	236.606	2.39512	3
ENSG00000232457	chr17	64954123	65014542	-0.392419	184.864	2.62987	3
ENSG00000267023	chr17	68125611	68249685	0.317054	236.594	2.0822	3
ENSG00000108932	chr17	68269093	68306991	-0.213054	199.31	7.25689	8
ENSG00000070540	chr17	68421770	68514897	-0.238165	188.841	11.8987	15
ENSG00000154262	chr17	69078970	69148927	-0.206789	198.971	28.691	35
ENSG00000154265	chr17	69247534	69414482	-0.294011	185.368	30.9899	36
ENSG00000234899	chr17	72121389	72298953	-0.210596	71.8981	2.96929	4
ENSG00000125398	chr17	72121389	72298953	-0.210596	71.8981	2.96929	4
ENSG00000141219	chr17	73235480	73251107	-0.319431	205.616	7.81348	10
ENSG00000187959	chr17	73250972	73284927	-0.233934	130.143	4.67823	5
ENSG00000263574	chr17	73750281	73761026	-0.355172	142.664	1.20979	3
ENSG00000172809	chr17	74203953	74213718	-0.271175	157.369	2.77452	3
ENSG00000204347	chr17	74356589	74367750	-0.23593	100.04	3.6854	4
ENSG00000161513	chr17	74863073	74878477	-0.332966	110.737	7.777	10
ENSG00000172782	chr17	74878330	74917570	-0.247461	111.454	5.36109	6
ENSG00000182040	chr17	74918070	74924947	-0.440332	116.075	3.38827	4
ENSG00000167861	chr17	74952266	74987335	-0.255726	112.375	9.49961	12
ENSG00000109089	chr17	74999503	75012874	-0.344777	84.5465	3.55868	5
ENSG00000189159	chr17	75135999	75167838	-0.383133	190.799	3.27663	5
ENSG00000188612	chr17	75168338	75205259	-0.520539	141.919	4.69909	5
ENSG00000177885	chr17	75321656	75405569	-0.215428	150.178	3.39118	4
ENSG00000177303	chr17	75502022	75521512	-0.276146	122.435	14.6749	19
ENSG00000182173	chr17	75521406	75542924	-0.267515	119.981	4.24195	5
ENSG00000266714	chr17	75596767	75627524	-0.316781	103.972	23.4979	33
ENSG00000204323	chr17	75640790	75650720	-0.415673	112.859	2.20559	3
ENSG00000132478	chr17	75784727	75828088	-0.209452	149.076	11.8217	18
ENSG00000092929	chr17	75827962	75846986	-0.29519	129.343	18.5976	22
LRG_122	chr17	75827962	75846986	-0.29519	129.343	18.5976	22
ENSG00000141569	chr17	75890776	75898986	-0.404072	102.7	3.73638	5
ENSG00000267342	chr17	75898849	75901027	-0.453659	102.648	2.06311	4
ENSG00000204316	chr17	75898849	75910806	-0.325263	120.017	5.93335	9
ENSG00000267426	chr17	75898849	75933088	-0.34735	113.815	23.1487	31
ENSG00000188878	chr17	75910722	75946797	-0.383822	111.01	18.7064	24
ENSG00000261408	chr17	75986192	76007365	-0.334341	147.477	6.60413	9
ENSG00000257949	chr17	75986192	76001543	-0.599879	134.158	1.94524	3
ENSG00000250506	chr17	76001341	76007365	-0.296098	145.259	5.55945	7
ENSG00000129654	chr17	76137350	76145355	-0.382203	74.1916	2.97369	4
ENSG00000185262	chr17	76265503	76274245	-0.347891	66.0229	2.55404	3
ENSG00000129673	chr17	76468671	76472841	-0.284576	113.478	3.2532	4
ENSG00000129667	chr17	76472523	76528075	-0.216203	121.296	9.96015	14
LRG_532	chr17	76472523	76528075	-0.216203	121.296	9.96015	14
ENSG00000070526	chr17	76625327	76677085	-0.226235	176.129	9.37778	12
ENSG00000141524	chr17	78113545	78132872	-0.501357	108.82	13.6094	18
LRG_118	chr17	78113545	78132872	-0.501357	108.82	13.6094	18
ENSG00000187997	chr17	78146407	78171056	-0.475822	115.386	3.58732	5
ENSG00000167900	chr17	78174757	78187435	-0.228293	139.241	4.15182	6
LRG_619	chr17	78358415	78378163	-0.209681	64.8011	2.87474	3
ENSG00000184557	chr17	78358415	78378163	-0.209681	64.8011	2.87474	3
ENSG00000055483	chr17	78798417	78855866	-0.271354	174.812	14.5488	20
ENSG00000108679	chr17	78971573	78992174	-0.26044	109.595	7.11522	9
ENSG00000167280	chr17	79077427	79090885	-0.297684	160.783	11.4744	15
ENSG00000167281	chr17	79090882	79263830	-0.542366	59.6204	4.29031	7
ENSG00000173894	chr17	79778381	79794941	-0.350707	124.806	6.02428	10
ENSG00000141570	chr17	79794632	79833456	-0.282056	134.566	4.8184	8
ENSG00000167291	chr17	79940856	80036160	-0.220446	110.985	9.01406	12
ENSG00000141519	chr17	80039809	80104859	-0.248923	156.494	18.6039	22
ENSG00000181523	chr17	80206967	80221796	-0.266827	125.336	8.01944	10
ENSG00000181045	chr17	80221558	80263179	-0.201024	129.883	9.28342	16
ENSG00000173818	chr17	80415648	80470310	-0.318166	82.3961	7.5289	9
ENSG00000171246	chr17	80470810	80545127	0.200874	189.24	3.57844	5
ENSG00000176108	chr17	80994578	81030420	-0.293137	112.484	4.77343	7
ENSG00000141577	chr17	81190636	81219377	-0.32959	102.919	12.3446	18
ENSG00000262115	chr17	81197709	81202400	-0.367947	129.109	2.04194	4
ENSG00000167302	chr17	81228925	81241016	-0.564253	62.9697	5.72261	8
ENSG00000260005	chr17	81228925	81237461	-0.479117	64.607	4.80765	7
ENSG00000157637	chr17	81245553	81304833	-0.278764	129.294	12.1719	16
ENSG00000185168	chr17	81304569	81313987	-0.533529	79.6744	2.7799	4
ENSG00000185332	chr17	81313648	81398665	-0.232104	45.3986	1.49803	3
ENSG00000266074	chr17	81411106	81510187	-0.49003	82.5795	21.8294	26
ENSG00000263271	chr17	81461455	81462976	-0.640617	88.7112	2.22717	3
ENSG00000186765	chr17	81528531	81540952	-0.397699	73.636	4.69467	6
ENSG00000185504	chr17	81540816	81565607	-0.280221	112.307	9.1331	11
ENSG00000185298	chr17	81667726	81681879	-0.577649	118.994	4.62363	6
ENSG00000214087	chr17	81681707	81684105	-0.753453	91.0524	2.63653	3
ENSG00000141552	chr17	81890686	81904946	-0.334422	167.529	4.29435	5
ENSG00000185813	chr17	81904830	81912616	-0.227288	167.504	7.16561	10
ENSG00000187531	chr17	81912413	81922830	-0.240852	140.79	5.65412	8
ENSG00000183010	chr17	81932877	81952458	-0.627623	67.572	7.55252	11
ENSG00000185105	chr17	81940817	81952458	-1.08831	22.4104	3.14776	4
ENSG00000169696	chr17	81983551	82019383	-0.23149	121.628	10.676	13
ENSG00000169683	chr17	82024275	82032460	-0.400233	121.97	8.33234	12
ENSG00000169738	chr17	82035957	82048809	-0.49209	111.633	7.3378	8
ENSG00000169733	chr17	82048723	82052461	-0.412541	115.912	5.69222	6
ENSG00000169727	chr17	82050659	82058256	-0.226094	145.261	12.6283	15
ENSG00000169710	chr17	82079140	82101866	-0.30054	120.306	25.1658	34
ENSG00000141551	chr17	82244778	82314818	-0.208777	202.398	6.57417	9
ENSG00000173762	chr17	82315318	82322372	-0.218487	131.956	3.81596	5
ENSG00000141568	chr17	82563351	82648342	-0.225346	160.474	16.7435	21
ENSG00000141580	chr17	82615916	82657899	-0.278741	177.449	8.77679	12
ENSG00000167363	chr17	82738482	82756215	-0.275118	140.855	3.81432	5
ENSG00000263006	chr18	117084	157979	0.355066	250.404	2.31746	3
ENSG00000263606	chr18	2946095	2951358	0.25311	329.658	1.96823	3
ENSG00000101605	chr18	3067261	3251822	0.221516	310.189	28.8911	40
LRG_426	chr18	3067261	3251822	0.221516	310.189	28.8911	40
ENSG00000118680	chr18	3272896	3447237	0.361899	276.554	2.15998	4
ENSG00000263724	chr18	3879109	4037031	0.349941	94.2641	2.66452	3
ENSG00000266708	chr18	8635530	8638264	-0.365649	167.196	2.00398	3
ENSG00000212712	chr18	12057281	12067495	-0.924503	59.9297	1.30004	3
ENSG00000267533	chr18	12067192	12094235	-0.532985	67.8178	2.34295	4
ENSG00000266969	chr18	12985238	12998924	-0.277688	99.9666	2.38359	3
ENSG00000212710	chr18	22414632	22589823	0.319547	329.365	7.02597	9
ENSG00000134490	chr18	23213974	23452937	-0.220798	132.842	26.0363	32
ENSG00000101782	chr18	23462961	23503116	-0.205696	170.206	9.63161	13
ENSG00000265204	chr18	24080582	24113102	-0.20235	142.907	2.67536	3
ENSG00000264924	chr18	24114551	24123945	-0.306227	164.878	2.45073	3
ENSG00000265750	chr18	24159469	24163283	-0.214062	254.156	3.29226	4
ENSG00000134489	chr18	24460726	24624100	0.217616	286.229	4.67044	6
ENSG00000134762	chr18	30994172	31067512	-0.218994	174.029	14.1313	17
LRG_397	chr18	31518236	31591400	-0.234872	191.1	16.1221	18
ENSG00000046604	chr18	31518236	31591400	-0.234872	191.1	16.1221	18
ENSG00000118276	chr18	31625611	31759265	-0.225086	149.022	9.61672	12
ENSG00000153339	chr18	31830752	31942105	-0.256946	177.705	23.8629	30
ENSG00000141434	chr18	32190070	32267368	0.246363	334.522	8.01405	13
ENSG00000260389	chr18	32513379	32674154	0.341275	239.179	2.29524	3
ENSG00000166960	chr18	32938008	33578131	-0.210501	77.5256	25.4357	29
ENSG00000075643	chr18	36195254	36297333	-0.451236	130.162	11.3462	15
ENSG00000134775	chr18	36355536	36797052	-0.329634	111.299	27.7059	32
ENSG00000134779	chr18	36779445	36835376	-0.572988	145.817	8.45052	10
ENSG00000152217	chr18	44701346	45204190	-0.232582	157.042	21.6556	25
LRG_1150	chr18	44701346	45204190	-0.232582	157.042	21.6556	25
ENSG00000215472	chr18	49482342	49562407	0.228664	333.297	6.64253	10
ENSG00000167315	chr18	49783844	49812966	-0.206672	197.593	7.81312	9
ENSG00000141642	chr18	50974402	51046544	-0.258765	144.183	5.00942	6
ENSG00000176624	chr18	51176350	51196066	0.249171	392.528	4.31109	6
ENSG00000228075	chr18	57147312	57352023	-0.345934	51.5614	1.96857	3
ENSG00000119547	chr18	57436206	57550209	-0.21602	68.9537	4.7301	5
ENSG00000119541	chr18	63390972	63483926	-0.363245	176.582	9.67665	12
ENSG00000081138	chr18	65762840	66037124	-0.215395	134.434	14.003	17
ENSG00000166479	chr18	68676930	68836261	-0.269456	172.136	9.35986	14
ENSG00000187773	chr18	74436498	74499471	-0.249781	79.8443	3.64271	5
ENSG00000179981	chr18	75285540	75410361	-0.243809	154.803	11.4376	13
ENSG00000256463	chr18	78993115	79068908	-0.272359	97.439	6.15337	7
ENSG00000166377	chr18	79096473	79395722	0.357933	189.367	35.7911	42
ENSG00000131196	chr18	79410399	79641488	0.592163	152.236	10.9983	15
LRG_236	chr18	79695222	79863165	0.2644	162.583	10.2097	14
ENSG00000060069	chr18	79695222	79863165	0.2644	162.583	10.2097	14
ENSG00000122490	chr18	79903973	79964235	0.457406	76.3835	6.1917	7
ENSG00000141759	chr18	79973682	80033993	0.451883	169.254	4.01852	6
ENSG00000267127	chr18	80034493	80117040	0.496612	262.805	7.34866	8
ENSG00000101546	chr18	80034493	80117040	0.496612	262.805	7.34866	8
ENSG00000101544	chr18	80117540	80159268	0.436183	293.314	14.2063	16
ENSG00000178184	chr18	80160048	80262785	0.428734	90.9381	6.24413	7
ENSG00000099866	chr19	496497	518386	-0.4627	42.2947	4.20944	6
ENSG00000266933	chr19	496497	518386	-0.4627	42.2947	4.20944	6
ENSG00000099804	chr19	536240	549187	-0.531128	80.6612	3.60344	4
ENSG00000197540	chr19	548919	571045	-0.342344	70.7047	2.43802	3
ENSG00000099821	chr19	617271	652886	-0.32241	121.035	12.6519	20
ENSG00000185198	chr19	686922	708644	-0.505538	38.3511	3.24713	4
ENSG00000099812	chr19	756944	796995	-0.210818	100.493	10.3703	11
ENSG00000129951	chr19	814431	828388	-0.427429	82.4771	3.31556	5
ENSG00000197561	chr19	852326	861007	-0.752966	47.9072	2.20704	3
LRG_57	chr19	852326	861007	-0.752966	47.9072	2.20704	3
ENSG00000116014	chr19	917500	932744	-1.48683	21.115	1.66924	3
ENSG00000182087	chr19	1011889	1031194	-0.348636	140.541	3.55764	5
ENSG00000180448	chr19	1073146	1089553	-0.263394	116.947	7.72137	11
ENSG00000167468	chr19	1105183	1108969	-0.252336	131.562	4.79117	6
ENSG00000064932	chr19	1108777	1206412	-0.466672	64.3352	20.5417	26
LRG_319	chr19	1220579	1233638	-0.507106	92.1333	3.42727	4
ENSG00000118046	chr19	1220579	1233638	-0.507106	92.1333	3.42727	4
ENSG00000099625	chr19	1233423	1244187	-0.546773	48.1963	3.40431	5
ENSG00000115268	chr19	1438423	1452499	-0.201668	96.7376	2.9371	5
ENSG00000115266	chr19	1456303	1475037	-0.420697	93.8168	5.9524	8
ENSG00000119559	chr19	1461034	1482477	-0.518264	70.4788	6.93579	9
ENSG00000115257	chr19	1482350	1495389	-0.240064	125.426	4.56355	6
ENSG00000115255	chr19	1495291	1506318	-0.219118	128.93	5.06176	6
ENSG00000185988	chr19	1527935	1554829	-0.325647	55.6795	5.81452	7
ENSG00000267059	chr19	1581089	1611851	-0.310689	123.547	5.82668	8
ENSG00000127540	chr19	1599437	1611851	-0.436608	156.949	2.36288	3
ENSG00000071564	chr19	1611704	1645852	-0.368924	68.742	6.33286	10
LRG_1325	chr19	1611704	1645852	-0.368924	68.742	6.33286	10
ENSG00000133275	chr19	1952703	1986651	-0.214922	122.794	10.2975	14
ENSG00000172081	chr19	2076808	2096304	-0.227038	123.553	4.62692	5
ENSG00000267122	chr19	2213536	2216522	-0.292082	126.996	3.334	4
ENSG00000104886	chr19	2233837	2244781	-0.21676	134.481	2.8214	5
ENSG00000104897	chr19	2244730	2249538	-0.529681	99.111	5.0025	6
ENSG00000104899	chr19	2249330	2255316	-0.394861	65.3407	1.90915	3
ENSG00000167476	chr19	2255203	2271530	-0.415528	50.9347	3.14356	4
ENSG00000104904	chr19	2269597	2290826	-0.501913	109.847	3.80545	5
ENSG00000273734	chr19	2269597	2344652	-0.473502	96.3858	11.9027	16
ENSG00000220008	chr19	2290549	2321178	-0.259671	35.1732	2.8328	3
ENSG00000130332	chr19	2321678	2334721	-0.206804	143.374	2.45832	4
ENSG00000005206	chr19	2334600	2363278	-0.480984	85.2837	7.63449	10
ENSG00000099860	chr19	2476356	2505657	-0.251713	98.8847	3.9746	5
ENSG00000104953	chr19	2978233	2997955	-0.348534	134.993	9.68671	12
ENSG00000104964	chr19	3053816	3094149	-0.215351	110.806	3.38721	5
ENSG00000161082	chr19	3224737	3359182	-0.221105	96.0105	9.63724	11
ENSG00000161091	chr19	3542778	3574586	-0.300866	96.7849	7.9314	9
ENSG00000267436	chr19	3544806	3574586	-0.390033	89.4312	6.13146	7
ENSG00000064961	chr19	3574340	3586682	-0.303027	115.101	5.82752	7
LRG_578	chr19	3594835	3610872	-0.391074	126.9	3.35355	4
ENSG00000006638	chr19	3594835	3610872	-0.391074	126.9	3.35355	4
ENSG00000105298	chr19	3610669	3633522	-0.258927	126.95	8.36622	11
ENSG00000183617	chr19	3765163	3771880	-0.762395	81.0436	2.42371	3
ENSG00000105278	chr19	3807171	3851954	-0.508394	72.7275	9.01655	12
ENSG00000167657	chr19	3959368	3977349	-0.524022	125.949	5.05522	7
ENSG00000167658	chr19	3977212	4007258	-0.295203	155.269	10.5376	14
ENSG00000126934	chr19	4097276	4153245	-0.433755	117.331	5.45273	8
LRG_750	chr19	4097276	4153245	-0.433755	117.331	5.45273	8
ENSG00000089847	chr19	4200082	4229619	-0.219356	105.872	7.93303	12
ENSG00000105248	chr19	4247144	4279561	-0.317911	99.1632	5.4379	8
ENSG00000178078	chr19	4325393	4345983	-0.333498	140.491	8.3185	10
ENSG00000167671	chr19	4445495	4471848	-0.289091	111.438	7.80486	10
ENSG00000167674	chr19	4475272	4504785	-0.331522	109.602	9.97785	11
ENSG00000267385	chr19	4529070	4546276	-0.275613	136.407	6.04721	8
LRG_358	chr19	4816236	4838689	-0.235137	103.462	6.50775	9
ENSG00000127666	chr19	4816236	4838689	-0.235137	103.462	6.50775	9
ENSG00000205784	chr19	4891045	4911038	0.376402	375.067	3.34694	5
ENSG00000105428	chr19	5455489	5586740	0.356359	133.363	2.74501	5
ENSG00000130255	chr19	5679342	5692210	-0.422723	123.212	6.71763	9
ENSG00000174917	chr19	5679342	5684907	-0.310443	121.417	3.64032	4
ENSG00000167733	chr19	5684780	5691455	-0.472963	136.819	3.28274	4
ENSG00000267157	chr19	5783988	5786544	-0.464797	91.1676	2.51023	4
ENSG00000141994	chr19	5785380	5823663	-0.377398	80.7674	9.18646	11
ENSG00000130382	chr19	6213039	6306211	-0.224886	105.489	8.79834	12
ENSG00000125656	chr19	6361866	6374591	-0.274258	133.253	3.39361	5
ENSG00000088247	chr19	6413448	6426561	-0.298748	172.899	12.7606	17
ENSG00000205744	chr19	6467503	6494661	-0.275047	125.254	10.513	17
ENSG00000104833	chr19	6501284	6530534	-0.395927	99.7521	3.64658	4
ENSG00000125726	chr19	6586017	6665137	-0.296139	132.381	1.92575	3
ENSG00000125734	chr19	6730309	6739787	-0.254787	152.724	11.439	14
ENSG00000268861	chr19	7439940	7478378	-0.28028	185.066	11.0865	15
ENSG00000104880	chr19	7439940	7478378	-0.28028	185.066	11.0865	15
ENSG00000104883	chr19	7478311	7500322	-0.475816	88.8575	2.84793	3
ENSG00000198723	chr19	7504118	7518740	-0.343539	133.407	6.80807	8
ENSG00000229833	chr19	7630572	7632519	-0.618013	89.755	1.4687	3
ENSG00000174788	chr19	7631686	7638777	-0.358992	112.527	2.99137	4
ENSG00000104918	chr19	7669324	7677728	-0.280692	154.831	3.20214	4
ENSG00000269711	chr19	7678488	7689432	-0.503895	96.9977	2.51704	3
ENSG00000104921	chr19	7689190	7728641	-0.358526	118.132	7.69882	9
ENSG00000090659	chr19	7743036	7763314	0.223539	294.166	3.33971	5
ENSG00000104938	chr19	7763264	7846040	0.374053	309.832	5.9451	9
ENSG00000142459	chr19	7846540	7879621	-0.27749	139.517	7.47636	11
ENSG00000133246	chr19	8490337	8512494	-0.224219	122.318	10.2773	12
ENSG00000181143	chr19	8848930	9092735	0.342668	438.378	117.209	165
ENSG00000188000	chr19	9185779	9214131	0.367428	423.734	4.08672	5
ENSG00000174667	chr19	9213896	9234958	0.451034	350.524	3.68523	5
ENSG00000188314	chr19	9235458	9250543	0.330495	311.923	3.39147	4
ENSG00000237521	chr19	9251043	9295798	0.234008	357.572	3.68653	4
ENSG00000244165	chr19	10111719	10115587	-0.204861	107.165	4.42241	5
ENSG00000130811	chr19	10115111	10133164	-0.281918	133.705	8.85916	10
ENSG00000267607	chr19	10287010	10292324	-0.202624	144.83	3.39365	4
ENSG00000105371	chr19	10287010	10292324	-0.202624	144.83	3.39365	4
ENSG00000220201	chr19	10305090	10310644	-0.420562	113.835	5.53538	6
ENSG00000167807	chr19	10305389	10317773	-0.450646	85.1173	7.62859	9
ENSG00000267673	chr19	10310483	10317773	-0.32936	97.3973	3.94228	5
ENSG00000267303	chr19	10315383	10323274	-0.473494	68.8369	4.88685	7
ENSG00000161847	chr19	10317453	10334061	-0.28191	107.813	5.94374	9
ENSG00000079999	chr19	10486649	10513312	-0.207529	127.374	7.38617	9
ENSG00000180739	chr19	10514052	10543588	-0.361308	41.6931	3.25246	4
ENSG00000183401	chr19	11345249	11357741	-0.378017	143.765	6.18751	9
ENSG00000105520	chr19	11357671	11374931	-0.233469	121.678	5.83338	7
ENSG00000196361	chr19	11458058	11483861	-0.213363	160.235	5.79637	7
ENSG00000171295	chr19	11830614	11866333	0.222778	380.634	5.23022	8
ENSG00000171291	chr19	11866173	11887421	0.355027	374.455	4.78396	8
ENSG00000197054	chr19	11977029	12015089	0.47591	482.185	3.53599	6
ENSG00000242615	chr19	12142472	12145604	0.339987	410.086	2.35553	3
ENSG00000188868	chr19	12318591	12332977	0.403491	417.924	5.64763	8
ENSG00000198342	chr19	12349698	12379840	0.288613	347.546	7.71881	11
ENSG00000268744	chr19	12380340	12429653	0.373802	431.242	7.33875	12
ENSG00000248406	chr19	12380340	12390760	0.429581	482.184	3.31541	5
ENSG00000196466	chr19	12390465	12429653	0.365469	415.641	4.60971	8
ENSG00000268870	chr19	12391720	12463493	0.213823	335.972	9.01645	13
ENSG00000180855	chr19	12430153	12463493	0.230365	360.692	6.35663	9
ENSG00000198356	chr19	12737503	12752746	-0.221301	162.931	6.67722	8
ENSG00000171223	chr19	12791769	12797168	-0.814046	72.327	3.14292	4
ENSG00000132026	chr19	12825703	12838657	-0.430527	136.406	7.11454	8
ENSG00000267424	chr19	12825703	12834500	-0.504558	127.262	4.26247	5
ENSG00000105612	chr19	12875987	12885062	-0.321515	162.551	5.16055	7
ENSG00000267735	chr19	12880969	12885062	-0.814968	88.6849	1.94563	3
ENSG00000105610	chr19	12884882	12891524	0.205626	170.452	3.01437	4
LRG_825	chr19	12884882	12891524	0.205626	170.452	3.01437	4
ENSG00000179218	chr19	12938677	12946022	-0.248555	191.815	6.39218	8
LRG_828	chr19	12938677	12946022	-0.248555	191.815	6.39218	8
ENSG00000104957	chr19	13751806	13764722	-0.235224	146.431	8.4598	11
ENSG00000037757	chr19	13764586	13774576	-0.417795	112.892	4.94883	6
ENSG00000132000	chr19	13932702	13952010	-0.258369	71.4227	4.19398	5
ENSG00000171136	chr19	14028202	14032505	0.276211	200.869	1.59784	3
ENSG00000187867	chr19	14054144	14074463	-0.235409	106.303	4.4703	5
ENSG00000188032	chr19	14082468	14088575	-0.246898	159.378	2.72497	3
ENSG00000123136	chr19	14408933	14433019	-0.239119	141.969	11.499	13
ENSG00000127515	chr19	14840945	14864097	0.31369	438.732	4.43298	5
ENSG00000172148	chr19	14863788	14879923	0.326795	376.449	3.11605	4
